nodenumber     x-coordinate     y-coordinate     z-coordinate     x-velocity     y-velocity     z-velocity     velocity-magnitude     pressure
          50   -1.6589780475E-02   -3.8401567828E-03   1.1573589103E-01   -5.3809677418E-03   -2.3907728224E-02   1.3799996799E-01   1.4015892925E-01   1.1640023315E+04
          51   -1.6588124600E-02   -2.5954508337E-03   1.2234674712E-01   -5.4833123812E-03   -2.3824197061E-02   1.3722662882E-01   1.3938725458E-01   1.1619781925E+04
          52   -1.6580046787E-02   -2.1100733437E-04   1.2185625978E-01   -5.5227045778E-03   -2.3780781592E-02   1.3705002435E-01   1.3920752499E-01   1.1640595070E+04
          53   -1.6534111175E-02   1.7872338112E-03   1.2067406907E-01   -5.5362230565E-03   -2.3731924387E-02   1.3696018658E-01   1.3911127456E-01   1.1665165910E+04
          54   -1.6529903739E-02   1.0051406848E-03   1.1753337152E-01   -5.4822829328E-03   -2.3764022205E-02   1.3733391419E-01   1.3948257297E-01   1.1675378435E+04
          55   -1.6357856433E-02   -3.7507989190E-03   1.1533209032E-01   -5.3216945550E-03   -2.3809116507E-02   1.3793896096E-01   1.4007980373E-01   1.1664252169E+04
          56   -1.6354634059E-02   -1.3272375923E-04   1.2204151819E-01   -5.4680713417E-03   -2.3668460281E-02   1.3692313698E-01   1.3906128598E-01   1.1661898655E+04
          57   -1.6284558970E-02   -6.2507433777E-03   1.2230164813E-01   -5.3377736472E-03   -2.3772216384E-02   1.3746007133E-01   1.3960258347E-01   1.1618397008E+04
          58   -1.6245645582E-02   -6.2620259085E-03   1.2089006082E-01   -5.3123458998E-03   -2.3771200664E-02   1.3758863147E-01   1.3972803051E-01   1.1628122800E+04
          59   -1.6211720140E-02   -5.9703852812E-03   1.1889556708E-01   -5.2870073464E-03   -2.3770519131E-02   1.3774762262E-01   1.3988351427E-01   1.1642611125E+04
          60   -1.6185301947E-02   -4.2526489033E-03   1.2305292714E-01   -5.3591802280E-03   -2.3671404817E-02   1.3714603533E-01   1.3927703050E-01   1.1640695003E+04
          61   -1.6134607949E-02   3.0628776435E-04   1.1577997169E-01   -5.3474456310E-03   -2.3601801654E-02   1.3739473477E-01   1.3950968912E-01   1.1717139218E+04
          62   -1.6109294972E-02   -5.8286008886E-03   1.2344985870E-01   -5.3161849619E-03   -2.3674325671E-02   1.3723196305E-01   1.3936049369E-01   1.1632596525E+04
          63   -1.5999125626E-02   -3.9549019792E-03   1.1497731599E-01   -5.2280686375E-03   -2.3663863225E-02   1.3785061989E-01   1.3996465457E-01   1.1697689961E+04
          64   -1.5916227312E-02   -2.4988469607E-04   1.1485227621E-01   -5.2722067027E-03   -2.3521091352E-02   1.3744453474E-01   1.3954224461E-01   1.1738350196E+04
          65   -1.5913455481E-02   -6.2829177955E-03   1.2072341068E-01   -5.2314412889E-03   -2.3634591530E-02   1.3747704765E-01   1.3959190709E-01   1.1658721766E+04
          66   -1.5910039334E-02   -6.2876952482E-03   1.2096674073E-01   -5.2332195960E-03   -2.3630499703E-02   1.3745140191E-01   1.3956602377E-01   1.1657889600E+04
          67   -1.5898410123E-02   -2.9792611726E-03   1.1424764802E-01   -5.2129167921E-03   -2.3598183479E-02   1.3778030126E-01   1.3988373808E-01   1.1719246974E+04
          68   -1.5869685740E-02   -3.5938204174E-03   1.1452366806E-01   -5.1985491113E-03   -2.3601759552E-02   1.3780542911E-01   1.3990855678E-01   1.1715172117E+04
          69   -1.5824458743E-02   -5.4865813299E-03   1.2363321135E-01   -5.2558042819E-03   -2.3539858497E-02   1.3706228790E-01   1.3916831242E-01   1.1660519038E+04
          70   -1.5807669259E-02   -5.3381000629E-03   1.2361723363E-01   -5.2541894973E-03   -2.3528411907E-02   1.3704162941E-01   1.3914596964E-01   1.1663415307E+04
          71   -1.5745412814E-02   -5.9778942243E-03   1.1822679530E-01   -5.1699531156E-03   -2.3583876557E-02   1.3763303506E-01   1.3973467712E-01   1.1688054577E+04
          72   -1.5649317587E-02   -3.8973106704E-03   1.1442843593E-01   -5.1404465969E-03   -2.3517502122E-02   1.3775666492E-01   1.3984418410E-01   1.1733580768E+04
          73   -1.5603951427E-02   -6.2443163337E-03   1.2175434268E-01   -5.1705774742E-03   -2.3490982873E-02   1.3724378122E-01   1.3933562585E-01   1.1682410969E+04
          74   -1.5602861944E-02   -2.8079248882E-03   1.1376139459E-01   -5.1402106042E-03   -2.3467892337E-02   1.3768669328E-01   1.3976691040E-01   1.1751155099E+04
          75   -1.5589363607E-02   1.5771306207E-03   1.2236903781E-01   -5.3057604031E-03   -2.3247144187E-02   1.3636432193E-01   1.3843341035E-01   1.1747635277E+04
          76   -1.5549698565E-02   -3.6379281776E-03   1.1409247903E-01   -5.1177095378E-03   -2.3469365921E-02   1.3772116898E-01   1.3980029497E-01   1.1746939544E+04
          77   -1.5544864038E-02   -3.4285509258E-03   1.1395051824E-01   -5.1184342397E-03   -2.3461600660E-02   1.3771065589E-01   1.3978866127E-01   1.1750014088E+04
          78   -1.5496837509E-02   -2.9275732897E-03   1.1365202126E-01   -5.1120568625E-03   -2.3426505677E-02   1.3766580692E-01   1.3973835797E-01   1.1760650431E+04
          79   -1.5471911127E-02   3.7754612268E-04   1.1493730522E-01   -5.1745336036E-03   -2.3291667476E-02   1.3716854267E-01   1.3922818203E-01   1.1786748265E+04
          80   -1.5459977979E-02   -6.2982801356E-03   1.2037627159E-01   -5.1215523163E-03   -2.3449164663E-02   1.3733316325E-01   1.3941481754E-01   1.1701285712E+04
          81   -1.5458782251E-02   -4.1783314336E-03   1.2368718040E-01   -5.1906591511E-03   -2.3338003800E-02   1.3676545091E-01   1.3883945378E-01   1.1705245124E+04
          82   -1.5352886274E-02   5.5015577645E-04   1.1502983448E-01   -5.1491913338E-03   -2.3228248103E-02   1.3708550475E-01   1.3913483135E-01   1.1799474007E+04
          83   -1.5314245731E-02   -3.0824241599E-03   1.1344956501E-01   -5.0646353400E-03   -2.3354073760E-02   1.3762585197E-01   1.3968514031E-01   1.1777495158E+04
          84   -1.5313635075E-02   1.7741881339E-03   1.1884960413E-01   -5.2008421426E-03   -2.3133922937E-02   1.3655692909E-01   1.3860022378E-01   1.1794488555E+04
          85   -1.5294345839E-02   -5.6876350260E-03   1.1662002180E-01   -5.0533151238E-03   -2.3404625586E-02   1.3758539986E-01   1.3965333776E-01   1.1739494267E+04
          86   -1.5264235153E-02   -6.0398655566E-03   1.1776695620E-01   -5.0530828476E-03   -2.3390742319E-02   1.3749465579E-01   1.3956160233E-01   1.1733566160E+04
          87   -1.5248158717E-02   1.8214611769E-03   1.1944494229E-01   -5.1915046367E-03   -2.3094080909E-02   1.3646091294E-01   1.3849862474E-01   1.1798261461E+04
          88   -1.5203831105E-02   -5.3282767936E-04   1.1360680777E-01   -5.0803130588E-03   -2.3209502010E-02   1.3727755778E-01   1.3931840666E-01   1.1811299583E+04
          89   -1.5181479833E-02   -7.5207116087E-04   1.1342752717E-01   -5.0696004774E-03   -2.3208933627E-02   1.3730979621E-01   1.3934968814E-01   1.1812320107E+04
          90   -1.5153718853E-02   -5.4494521803E-03   1.1583819325E-01   -5.0166229066E-03   -2.3346203242E-02   1.3758197145E-01   1.3963885770E-01   1.1758397021E+04
          91   -1.5120886187E-02   1.5058487529E-03   1.1703801108E-01   -5.1289628583E-03   -2.3063690870E-02   1.3667169792E-01   1.3869892973E-01   1.1820507141E+04
          92   -1.5119123973E-02   -1.1258317598E-05   1.1395883187E-01   -5.0718953670E-03   -2.3147145723E-02   1.3714538279E-01   1.3917747842E-01   1.1822627049E+04
          93   -1.5063381186E-02   -4.4183996309E-03   1.1408400081E-01   -4.9930645185E-03   -2.3288967660E-02   1.3760704752E-01   1.3965316407E-01   1.1785165034E+04
          94   -1.5042708293E-02   9.0348687612E-04   1.1523193927E-01   -5.0811213803E-03   -2.3064330300E-02   1.3688040099E-01   1.3890293482E-01   1.1832055544E+04
          95   -1.4929806049E-02   -1.9201370482E-03   1.1268337243E-01   -4.9845836475E-03   -2.3146603654E-02   1.3740477141E-01   1.3942984810E-01   1.1829113424E+04
          96   -1.4845526380E-02   -2.2027758140E-04   1.1336109389E-01   -4.9969314538E-03   -2.3032124595E-02   1.3710234642E-01   1.3911326853E-01   1.1850322118E+04
          97   -1.4781513073E-02   -3.6952861961E-03   1.2419207229E-01   -5.0411326982E-03   -2.3007497322E-02   1.3636350367E-01   1.3838266902E-01   1.1769725090E+04
          98   -1.4779587297E-02   -3.2622009895E-04   1.1316693201E-01   -4.9776971207E-03   -2.3007376278E-02   1.3710359971E-01   1.3910971887E-01   1.1856692574E+04
          99   -1.4759046934E-02   -5.1691579544E-03   1.1471168518E-01   -4.9196559273E-03   -2.3181714425E-02   1.3750405543E-01   1.3953121571E-01   1.1803010419E+04
         100   -1.4737246675E-02   1.0386552860E-03   1.1509616012E-01   -5.0074637888E-03   -2.2911598579E-02   1.3673233725E-01   1.3872904560E-01   1.1863966599E+04
         101   -1.4680462410E-02   -6.0600948348E-03   1.1699311675E-01   -4.9125696429E-03   -2.3155916179E-02   1.3734076064E-01   1.3936575738E-01   1.1790414990E+04
         102   -1.4659153236E-02   1.7084177762E-03   1.1744658206E-01   -5.0223090296E-03   -2.2821791526E-02   1.3638205954E-01   1.3836951948E-01   1.1865610935E+04
         103   -1.4657683975E-02   -7.4643717600E-04   1.1268531441E-01   -4.9379304948E-03   -2.2972865466E-02   1.3714512385E-01   1.3914352554E-01   1.1866840934E+04
         104   -1.4635900624E-02   -6.0931891701E-03   1.2158291636E-01   -4.9473246761E-03   -2.3074055955E-02   1.3684741162E-01   1.3886721048E-01   1.1772479584E+04
         105   -1.4594983107E-02   -4.5556292526E-03   1.1356652886E-01   -4.8795724765E-03   -2.3099225296E-02   1.3748101466E-01   1.3949341859E-01   1.1830024191E+04
         106   -1.4573811171E-02   1.6094280414E-03   1.1675436046E-01   -4.9929288692E-03   -2.2790230514E-02   1.3642065245E-01   1.3840129464E-01   1.1876696823E+04
         107   -1.4540119149E-02   -6.2587481587E-03   1.2036423755E-01   -4.9113757429E-03   -2.3057038691E-02   1.3695477985E-01   1.3896891871E-01   1.1785298881E+04
         108   -1.4538287746E-02   -2.2570908095E-03   1.1212508688E-01   -4.8834617103E-03   -2.2989887993E-02   1.3732801028E-01   1.3932467676E-01   1.1865970330E+04
         109   -1.4535889011E-02   -3.0954288622E-03   1.1233740590E-01   -4.8736364242E-03   -2.3023617279E-02   1.3740626293E-01   1.3940703130E-01   1.1856581566E+04
         110   -1.4529365450E-02   -5.1215152929E-03   1.2390613784E-01   -4.9586551124E-03   -2.2953872020E-02   1.3644636033E-01   1.3845243858E-01   1.1780585603E+04
         111   -1.4520769277E-02   -1.3321908008E-04   1.1298162082E-01   -4.9173331646E-03   -2.2878587665E-02   1.3697918266E-01   1.3896368742E-01   1.1884653999E+04
         112   -1.4368526233E-02   9.8308313406E-05   1.1301608041E-01   -4.8849352710E-03   -2.2795035451E-02   1.3687645470E-01   1.3884754259E-01   1.1901550481E+04
         113   -1.4338303146E-02   -6.3082926004E-03   1.1836317674E-01   -4.8458719776E-03   -2.3001195119E-02   1.3708778863E-01   1.3908845834E-01   1.1812627057E+04
         114   -1.4335939111E-02   -5.3145794965E-03   1.1437103646E-01   -4.8194296474E-03   -2.3010768152E-02   1.3738237282E-01   1.3937947738E-01   1.1842300432E+04
         115   -1.4310884732E-02   -6.2832221203E-03   1.1982949518E-01   -4.8540704007E-03   -2.2966681676E-02   1.3691941856E-01   1.3891708910E-01   1.1808401461E+04
         116   -1.4307469009E-02   -3.4961911682E-03   1.1221351340E-01   -4.8153044209E-03   -2.2941543911E-02   1.3736930137E-01   1.3935503777E-01   1.1874594884E+04
         117   -1.4277181581E-02   -3.7684602084E-03   1.2465839726E-01   -4.9250150053E-03   -2.2770773942E-02   1.3609828882E-01   1.3807790605E-01   1.1813193943E+04
         118   -1.4247633607E-02   -5.6667571932E-03   1.1504393032E-01   -4.8017970914E-03   -2.2979722894E-02   1.3731941336E-01   1.3931168726E-01   1.1843487208E+04
         119   -1.4195728709E-02   -5.6767387898E-04   1.2406313518E-01   -4.9424821805E-03   -2.2603993176E-02   1.3574603280E-01   1.3770386363E-01   1.1854535735E+04
         120   -1.4195282330E-02   -1.5557582395E-03   1.1168559341E-01   -4.8095746300E-03   -2.2804992668E-02   1.3713377178E-01   1.3910021948E-01   1.1908180743E+04
         121   -1.4189285136E-02   1.4419625867E-03   1.1549524228E-01   -4.8847884724E-03   -2.2618305361E-02   1.3637744000E-01   1.3832662447E-01   1.1919342991E+04
         122   -1.4153874799E-02   7.8158582496E-04   1.2318527876E-01   -4.9417890681E-03   -2.2537671369E-02   1.3565797138E-01   1.3760615215E-01   1.1875761062E+04
         123   -1.4088957619E-02   -1.5698164595E-03   1.2436780381E-01   -4.9063474263E-03   -2.2589725725E-02   1.3578130087E-01   1.3773499780E-01   1.1853477978E+04
         124   -1.4074566502E-02   -2.9378539670E-03   1.2466623298E-01   -4.8879976013E-03   -2.2638635557E-02   1.3590672261E-01   1.3786601319E-01   1.1839984667E+04
         125   -1.4052160163E-02   -6.2058964745E-03   1.2017813007E-01   -4.7999946276E-03   -2.2844508403E-02   1.3676636239E-01   1.3874418688E-01   1.1831010284E+04
         126   -1.4038610774E-02   -5.1534626875E-03   1.1363899296E-01   -4.7481366284E-03   -2.2883195246E-02   1.3731545671E-01   1.3929005735E-01   1.1875038267E+04
         127   -1.3998180673E-02   -1.0061841056E-04   1.2414231995E-01   -4.9011593036E-03   -2.2483972388E-02   1.3558698986E-01   1.3752593281E-01   1.1877229106E+04
         128   -1.3978896894E-02   1.3355050360E-04   1.1250152632E-01   -4.7887859041E-03   -2.2610319061E-02   1.3673983624E-01   1.3867927680E-01   1.1942302547E+04
         129   -1.3964350117E-02   -2.2474259294E-04   1.1210291673E-01   -4.7770587400E-03   -2.2625568025E-02   1.3681849284E-01   1.3875891540E-01   1.1942066743E+04
         130   -1.3926743154E-02   -5.5971894646E-03   1.2224294101E-01   -4.7980054137E-03   -2.2727847913E-02   1.3642006205E-01   1.3838355848E-01   1.1838724374E+04
         131   -1.3921625154E-02   1.5786767991E-04   1.2382371425E-01   -4.8828317771E-03   -2.2437799211E-02   1.3555119354E-01   1.3748244597E-01   1.1888646722E+04
         132   -1.3909736023E-02   5.2763039156E-04   1.1295091577E-01   -4.7817971758E-03   -2.2551604632E-02   1.3661169041E-01   1.3854311391E-01   1.1950699701E+04
         133   -1.3878805483E-02   -2.4326187536E-03   1.1120360945E-01   -4.7218048617E-03   -2.2706723034E-02   1.3715209460E-01   1.3909920117E-01   1.1931444965E+04
         134   -1.3862385611E-02   -5.1572173441E-03   1.2300890782E-01   -4.7955497890E-03   -2.2665675824E-02   1.3625695371E-01   1.3821247263E-01   1.1845365883E+04
         135   -1.3817713253E-02   -1.5190971155E-03   1.2459980535E-01   -4.8438920547E-03   -2.2450377304E-02   1.3562274474E-01   1.3755366815E-01   1.1878115525E+04
         136   -1.3808430552E-02   -1.4683979995E-03   1.1115146619E-01   -4.7168007018E-03   -2.2624873335E-02   1.3700192306E-01   1.3893761198E-01   1.1948768280E+04
         137   -1.3787105148E-02   -5.0865767774E-03   1.2302464250E-01   -4.7792133346E-03   -2.2627246858E-02   1.3621400538E-01   1.3816326734E-01   1.1852863474E+04
         138   -1.3750636684E-02   -2.4386800065E-03   1.1102046755E-01   -4.6909641481E-03   -2.2649455874E-02   1.3711495178E-01   1.3905219523E-01   1.1944425773E+04
         139   -1.3743876795E-02   3.1226897177E-04   1.1239929141E-01   -4.7349879335E-03   -2.2486787986E-02   1.3661568849E-01   1.3853491288E-01   1.1967363955E+04
         140   -1.3705721095E-02   -6.1280522547E-03   1.2018600581E-01   -4.7228816945E-03   -2.2685671833E-02   1.3661220312E-01   1.3856348494E-01   1.1863181319E+04
         141   -1.3691761018E-02   -3.0785745047E-03   1.1111718223E-01   -4.6711797849E-03   -2.2654229234E-02   1.3716259734E-01   1.3909928875E-01   1.1942478710E+04
         142   -1.3679641267E-02   -6.1583141834E-03   1.1602424100E-01   -4.6788932151E-03   -2.2739960248E-02   1.3704658041E-01   1.3899914761E-01   1.1885433764E+04
         143   -1.3675472954E-02   -6.2949916811E-03   1.1712868684E-01   -4.6864951528E-03   -2.2728242623E-02   1.3694572719E-01   1.3889805055E-01   1.1878957128E+04
         144   -1.3611583875E-02   -5.7240001835E-03   1.2150627831E-01   -4.7180196877E-03   -2.2601432823E-02   1.3638082180E-01   1.3832141204E-01   1.1869568365E+04
         145   -1.3574487600E-02   -6.1296685356E-03   1.2000123029E-01   -4.6916089470E-03   -2.2629002002E-02   1.3657770670E-01   1.3851914270E-01   1.1875940156E+04
         146   -1.3559891367E-02   -6.3057006989E-03   1.1861073376E-01   -4.6739336523E-03   -2.2653524019E-02   1.3674257068E-01   1.3868510534E-01   1.1882120960E+04
         147   -1.3555416677E-02   -5.1327590589E-03   1.1290123237E-01   -4.6341382241E-03   -2.2676077749E-02   1.3718972423E-01   1.3912835862E-01   1.1923468009E+04
         148   -1.3542183392E-02   1.4970972822E-03   1.1482265332E-01   -4.7240579415E-03   -2.2293874786E-02   1.3611854337E-01   1.3801301179E-01   1.1986265803E+04
         149   -1.3506985551E-02   -2.4823429134E-03   1.1067689246E-01   -4.6321294989E-03   -2.2540994827E-02   1.3704830497E-01   1.3896687003E-01   1.1968675485E+04
         150   -1.3481144922E-02   -6.2522607619E-03   1.1637763685E-01   -4.6369125318E-03   -2.2649984786E-02   1.3694081763E-01   1.3887876116E-01   1.1900722581E+04
         151   -1.3437796821E-02   1.3782340493E-03   1.1422881789E-01   -4.6923438692E-03   -2.2253403853E-02   1.3614280635E-01   1.3802932947E-01   1.1998268879E+04
         152   -1.3430680545E-02   1.3637802856E-03   1.2064034697E-01   -4.7488789833E-03   -2.2167551795E-02   1.3548455191E-01   1.3736817685E-01   1.1964302511E+04
         153   -1.3424435300E-02   -6.1904414060E-04   1.2390824937E-01   -4.7537697924E-03   -2.2218093096E-02   1.3539442931E-01   1.3728763045E-01   1.1927478873E+04
         154   -1.3391515150E-02   1.7313698384E-03   1.1592919864E-01   -4.7008907067E-03   -2.2189197692E-02   1.3590033190E-01   1.3778011133E-01   1.1997236504E+04
         155   -1.3368949556E-02   -3.7573313436E-03   1.1103207124E-01   -4.5904126815E-03   -2.2540831680E-02   1.3712249221E-01   1.3903862359E-01   1.1965513850E+04
         156   -1.3322289305E-02   1.7960127585E-03   1.1661971671E-01   -4.6912633200E-03   -2.2140424692E-02   1.3578662992E-01   1.3765978070E-01   1.2000823594E+04
         157   -1.3301176260E-02   -2.8108640511E-03   1.1045799220E-01   -4.5800494436E-03   -2.2463402734E-02   1.3702461166E-01   1.3892921045E-01   1.1985433983E+04
         158   -1.3298584710E-02   -6.2565401544E-03   1.1879388148E-01   -4.6174124747E-03   -2.2527956240E-02   1.3660967065E-01   1.3853169827E-01   1.1905391818E+04
         159   -1.3296813728E-02   -1.5329348753E-04   1.1121887052E-01   -4.6145907826E-03   -2.2302529460E-02   1.3658528856E-01   1.3847107394E-01   1.2011394738E+04
